datetime,hour,day_of_week,day_of_year,is_weekend,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,solar_presence,external_temperature,relative_humidity,solar_radiation,wind_speed,dew_point,weather_condition,temperature_humidity_index
15-06-2024 21:00,21,3,166,FALSE,-0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,19.7,74,0,2.83,14.5,Sunny,19
15-06-2024 22:00,22,3,166,FALSE,-0.5,0.866025404,0.433883739,-0.900968868,FALSE,19.4,69.6,0,2.37,14,Sunny,18.6
15-06-2024 23:00,23,3,166,FALSE,-0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,19.7,61.8,0,2.83,14,Cloudy,18.6
16-06-2024 00:00,0,4,167,FALSE,0,1,-0.433883739,-0.900968868,FALSE,22.1,59,0,2.3,14,Cloudy,20.4
16-06-2024 01:00,1,4,167,FALSE,0.258819045,0.965925826,-0.433883739,-0.900968868,FALSE,23.2,65.4,0,1.43,16.3,Cloudy,21.5
16-06-2024 02:00,2,4,167,FALSE,0.5,0.866025404,-0.433883739,-0.900968868,FALSE,24.7,55.5,0,1.74,15.8,Cloudy,22.2
16-06-2024 03:00,3,4,167,FALSE,0.707106781,0.707106781,-0.433883739,-0.900968868,FALSE,26.3,70.5,0,1.4,20.4,Sunny,24.4
16-06-2024 04:00,4,4,167,FALSE,0.866025404,0.5,-0.433883739,-0.900968868,FALSE,28.2,66.3,0,2.99,21.5,Cloudy,25.7
16-06-2024 05:00,5,4,167,FALSE,0.965925826,0.258819045,-0.433883739,-0.900968868,FALSE,30,57.2,0,2.31,21.4,Rainy,26.4
16-06-2024 06:00,6,4,167,FALSE,1,6.12E-17,-0.433883739,-0.900968868,TRUE,31.7,50.1,17.9,4.02,21.7,Sunny,27
16-06-2024 07:00,7,4,167,FALSE,0.965925826,-0.258819045,-0.433883739,-0.900968868,TRUE,33.1,64.7,51.6,2.69,24,Cloudy,29.5
16-06-2024 08:00,8,4,167,FALSE,0.866025404,-0.5,-0.433883739,-0.900968868,TRUE,34.2,56.8,133,2.43,24,Sunny,29.5
16-06-2024 09:00,9,4,167,FALSE,0.707106781,-0.707106781,-0.433883739,-0.900968868,TRUE,34.9,63.2,240.2,2.05,24,Cloudy,30.8
16-06-2024 10:00,10,4,167,FALSE,0.5,-0.866025404,-0.433883739,-0.900968868,TRUE,35.2,48.9,403.8,2.06,24,Cloudy,29.4
16-06-2024 11:00,11,4,167,FALSE,0.258819045,-0.965925826,-0.433883739,-0.900968868,TRUE,34.9,54.1,639.9,2.44,24,Sunny,29.8
16-06-2024 12:00,12,4,167,FALSE,1.22E-16,-1,-0.433883739,-0.900968868,TRUE,34.2,57.4,867.6,4.08,24,Cloudy,29.6
16-06-2024 13:00,13,4,167,FALSE,-0.258819045,-0.965925826,-0.433883739,-0.900968868,TRUE,33.1,58.2,872.3,4.37,24,Sunny,28.8
16-06-2024 14:00,14,4,167,FALSE,-0.5,-0.866025404,-0.433883739,-0.900968868,TRUE,31.7,56.4,810.1,2.74,23,Cloudy,27.6
16-06-2024 15:00,15,4,167,FALSE,-0.707106781,-0.707106781,-0.433883739,-0.900968868,TRUE,30,62.6,651.7,4.68,22.5,Sunny,26.8
16-06-2024 16:00,16,4,167,FALSE,-0.866025404,-0.5,-0.433883739,-0.900968868,TRUE,28.2,55.1,433.5,3.48,19.2,Cloudy,24.8
16-06-2024 17:00,17,4,167,FALSE,-0.965925826,-0.258819045,-0.433883739,-0.900968868,TRUE,26.3,60.6,245.2,3.82,18.4,Sunny,23.7
16-06-2024 18:00,18,4,167,FALSE,-1,-1.84E-16,-0.433883739,-0.900968868,TRUE,24.7,62.8,109.4,4.79,17.3,Cloudy,22.6
16-06-2024 19:00,19,4,167,FALSE,-0.965925826,0.258819045,-0.433883739,-0.900968868,FALSE,23.2,65.5,0,3.98,16.3,Sunny,21.5
16-06-2024 20:00,20,4,167,FALSE,-0.866025404,0.5,-0.433883739,-0.900968868,FALSE,22.1,67,0,2.79,15.5,Cloudy,20.7
16-06-2024 21:00,21,4,167,FALSE,-0.707106781,0.707106781,-0.433883739,-0.900968868,FALSE,21.4,58.2,0,2.03,14,Rainy,19.8
16-06-2024 22:00,22,4,167,FALSE,-0.5,0.866025404,-0.433883739,-0.900968868,FALSE,21.2,56.2,0,1,14,Rainy,19.6
16-06-2024 23:00,23,4,167,FALSE,-0.258819045,0.965925826,-0.433883739,-0.900968868,FALSE,21.4,70.2,0,1.72,15.4,Cloudy,20.3
17-06-2024 00:00,0,5,168,TRUE,0,1,-0.974927912,-0.222520934,FALSE,21.4,65.5,0,1.97,14.5,Cloudy,20.1
17-06-2024 01:00,1,5,168,TRUE,0.258819045,0.965925826,-0.974927912,-0.222520934,FALSE,22.5,59.5,0,1.24,14.4,Sunny,20.7
17-06-2024 02:00,2,5,168,TRUE,0.5,0.866025404,-0.974927912,-0.222520934,FALSE,24,70.3,0,1.89,18.1,Sunny,22.4
17-06-2024 03:00,3,5,168,TRUE,0.707106781,0.707106781,-0.974927912,-0.222520934,FALSE,25.7,62.2,0,2.1,18.1,Sunny,23.4
17-06-2024 04:00,4,5,168,TRUE,0.866025404,0.5,-0.974927912,-0.222520934,FALSE,27.5,66.6,0,1.95,20.8,Cloudy,25.1
17-06-2024 05:00,5,5,168,TRUE,0.965925826,0.258819045,-0.974927912,-0.222520934,FALSE,29.3,60.2,0,1.77,21.3,Rainy,26.1
17-06-2024 06:00,6,5,168,TRUE,1,6.12E-17,-0.974927912,-0.222520934,TRUE,31,69.3,17.2,2.63,24,Sunny,28.2
17-06-2024 07:00,7,5,168,TRUE,0.965925826,-0.258819045,-0.974927912,-0.222520934,TRUE,32.4,67.1,49.1,3.09,24,Rainy,29.2
17-06-2024 08:00,8,5,168,TRUE,0.866025404,-0.5,-0.974927912,-0.222520934,TRUE,33.5,56.5,123.5,2.13,24,Cloudy,29
17-06-2024 09:00,9,5,168,TRUE,0.707106781,-0.707106781,-0.974927912,-0.222520934,TRUE,34.2,62.3,245.5,4.39,24,Cloudy,30.1
17-06-2024 10:00,10,5,168,TRUE,0.5,-0.866025404,-0.974927912,-0.222520934,TRUE,34.5,60.5,471.2,3.42,24,Sunny,30.2
17-06-2024 11:00,11,5,168,TRUE,0.258819045,-0.965925826,-0.974927912,-0.222520934,TRUE,34.2,64.2,667.4,3.72,24,Sunny,30.3
17-06-2024 12:00,12,5,168,TRUE,1.22E-16,-1,-0.974927912,-0.222520934,TRUE,33.5,52.9,925,4.43,24,Sunny,28.6
17-06-2024 13:00,13,5,168,TRUE,-0.258819045,-0.965925826,-0.974927912,-0.222520934,TRUE,32.4,61.7,887.2,4.15,24,Cloudy,28.6
17-06-2024 14:00,14,5,168,TRUE,-0.5,-0.866025404,-0.974927912,-0.222520934,TRUE,31,64.3,800.8,4.76,23.9,Sunny,27.8
17-06-2024 15:00,15,5,168,TRUE,-0.707106781,-0.707106781,-0.974927912,-0.222520934,TRUE,29.3,51.1,679.1,4.2,19.5,Sunny,25.3
17-06-2024 16:00,16,5,168,TRUE,-0.866025404,-0.5,-0.974927912,-0.222520934,TRUE,27.5,54.8,421.1,3.38,18.5,Cloudy,24.3
17-06-2024 17:00,17,5,168,TRUE,-0.965925826,-0.258819045,-0.974927912,-0.222520934,TRUE,25.7,51.5,241.5,4,16,Cloudy,22.7
17-06-2024 18:00,18,5,168,TRUE,-1,-1.84E-16,-0.974927912,-0.222520934,TRUE,24,61.2,125.8,2.59,16.2,Rainy,22
17-06-2024 19:00,19,5,168,TRUE,-0.965925826,0.258819045,-0.974927912,-0.222520934,FALSE,22.5,66.8,0,3.35,15.9,Sunny,21
17-06-2024 20:00,20,5,168,TRUE,-0.866025404,0.5,-0.974927912,-0.222520934,FALSE,21.4,71.3,0,2.97,15.7,Sunny,20.3
17-06-2024 21:00,21,5,168,TRUE,-0.707106781,0.707106781,-0.974927912,-0.222520934,FALSE,20.7,64.5,0,2.57,14,Cloudy,19.5
17-06-2024 22:00,22,5,168,TRUE,-0.5,0.866025404,-0.974927912,-0.222520934,FALSE,20.5,72.4,0,2.4,15,Sunny,19.6
17-06-2024 23:00,23,5,168,TRUE,-0.258819045,0.965925826,-0.974927912,-0.222520934,FALSE,20.7,57.2,0,1,14,Sunny,19.2
18-06-2024 00:00,0,6,169,TRUE,0,1,-0.781831482,0.623489802,FALSE,23.4,54.3,0,1.69,14.3,Sunny,21.2
18-06-2024 01:00,1,6,169,TRUE,0.258819045,0.965925826,-0.781831482,0.623489802,FALSE,24.5,62,0,2.11,16.9,Sunny,22.4
18-06-2024 02:00,2,6,169,TRUE,0.5,0.866025404,-0.781831482,0.623489802,FALSE,26,63.4,0,2.13,18.7,Sunny,23.7
18-06-2024 03:00,3,6,169,TRUE,0.707106781,0.707106781,-0.781831482,0.623489802,FALSE,27.7,60.5,0,1.21,19.8,Sunny,24.8
18-06-2024 04:00,4,6,169,TRUE,0.866025404,0.5,-0.781831482,0.623489802,FALSE,29.5,49.4,0,3.15,19.4,Sunny,25.3
18-06-2024 05:00,5,6,169,TRUE,0.965925826,0.258819045,-0.781831482,0.623489802,FALSE,31.3,58.4,0,1.6,23,Sunny,27.5
18-06-2024 06:00,6,6,169,TRUE,1,6.12E-17,-0.781831482,0.623489802,TRUE,33,51.5,18.4,3.28,23.3,Hazy,28.1
18-06-2024 07:00,7,6,169,TRUE,0.965925826,-0.258819045,-0.781831482,0.623489802,TRUE,34.4,60.6,55,3.08,24,Sunny,30.1
18-06-2024 08:00,8,6,169,TRUE,0.866025404,-0.5,-0.781831482,0.623489802,TRUE,35.5,58.6,118.8,2.48,24,Hazy,30.7
18-06-2024 09:00,9,6,169,TRUE,0.707106781,-0.707106781,-0.781831482,0.623489802,TRUE,36.2,51.7,266.2,4.68,24,Sunny,30.4
18-06-2024 10:00,10,6,169,TRUE,0.5,-0.866025404,-0.781831482,0.623489802,TRUE,36.5,53.7,428.6,5.57,24,Sunny,30.9
18-06-2024 11:00,11,6,169,TRUE,0.258819045,-0.965925826,-0.781831482,0.623489802,TRUE,36.2,51.1,664.7,4.44,24,Cloudy,30.4
18-06-2024 12:00,12,6,169,TRUE,1.22E-16,-1,-0.781831482,0.623489802,TRUE,35.5,56.4,794.3,4.67,24,Sunny,30.5
18-06-2024 13:00,13,6,169,TRUE,-0.258819045,-0.965925826,-0.781831482,0.623489802,TRUE,34.4,62.1,849.1,3.43,24,Sunny,30.3
18-06-2024 14:00,14,6,169,TRUE,-0.5,-0.866025404,-0.781831482,0.623489802,TRUE,33,53.1,794,5.11,23.6,Sunny,28.2
18-06-2024 15:00,15,6,169,TRUE,-0.707106781,-0.707106781,-0.781831482,0.623489802,TRUE,31.3,61.4,658.1,3.77,23.6,Rainy,27.7
18-06-2024 16:00,16,6,169,TRUE,-0.866025404,-0.5,-0.781831482,0.623489802,TRUE,29.5,57.1,412.8,4.1,20.9,Sunny,26
18-06-2024 17:00,17,6,169,TRUE,-0.965925826,-0.258819045,-0.781831482,0.623489802,TRUE,27.7,56.7,228.8,3.92,19,Sunny,24.6
18-06-2024 18:00,18,6,169,TRUE,-1,-1.84E-16,-0.781831482,0.623489802,TRUE,26,61,106.1,3.39,18.2,Cloudy,23.5
18-06-2024 19:00,19,6,169,TRUE,-0.965925826,0.258819045,-0.781831482,0.623489802,FALSE,24.5,57.1,0,3.91,15.9,Sunny,22.1
18-06-2024 20:00,20,6,169,TRUE,-0.866025404,0.5,-0.781831482,0.623489802,FALSE,23.4,60,0,3.63,15.4,Sunny,21.4
18-06-2024 21:00,21,6,169,TRUE,-0.707106781,0.707106781,-0.781831482,0.623489802,FALSE,22.7,57.2,0,1.34,14.1,Sunny,20.8
18-06-2024 22:00,22,6,169,TRUE,-0.5,0.866025404,-0.781831482,0.623489802,FALSE,22.5,73.1,0,3.54,17.1,Cloudy,21.3
18-06-2024 23:00,23,6,169,TRUE,-0.258819045,0.965925826,-0.781831482,0.623489802,FALSE,22.7,63.3,0,1,15.4,Sunny,21
19-06-2024 00:00,0,0,170,FALSE,0,1,0,1,FALSE,21.6,60.2,0,2.96,14,Sunny,20
19-06-2024 01:00,1,0,170,FALSE,0.258819045,0.965925826,0,1,FALSE,22.7,64.2,0,6.68,15.5,Sunny,21.1
19-06-2024 02:00,2,0,170,FALSE,0.5,0.866025404,0,1,FALSE,24.1,61.9,0,1.13,16.5,Cloudy,22.1
19-06-2024 03:00,3,0,170,FALSE,0.707106781,0.707106781,0,1,FALSE,25.8,60.5,0,1.71,17.9,Sunny,23.3
19-06-2024 04:00,4,0,170,FALSE,0.866025404,0.5,0,1,FALSE,27.6,63.8,0,1.25,20.4,Rainy,25
19-06-2024 05:00,5,0,170,FALSE,0.965925826,0.258819045,0,1,FALSE,29.4,63.6,0,2.12,22.1,Sunny,26.4
19-06-2024 06:00,6,0,170,FALSE,1,6.12E-17,0,1,TRUE,31.1,56.3,18.7,2.25,22.4,Rainy,27.1
19-06-2024 07:00,7,0,170,FALSE,0.965925826,-0.258819045,0,1,TRUE,32.6,55.3,50.6,3.36,23.7,Rainy,28.2
19-06-2024 08:00,8,0,170,FALSE,0.866025404,-0.5,0,1,TRUE,33.7,56.3,123,4.05,24,Sunny,29.1
19-06-2024 09:00,9,0,170,FALSE,0.707106781,-0.707106781,0,1,TRUE,34.4,45.8,241,4.38,23.6,Sunny,28.5
19-06-2024 10:00,10,0,170,FALSE,0.5,-0.866025404,0,1,TRUE,34.6,49.6,414.3,3.05,24,Sunny,29
19-06-2024 11:00,11,0,170,FALSE,0.258819045,-0.965925826,0,1,TRUE,34.4,64.1,608.2,3.54,24,Sunny,30.5
19-06-2024 12:00,12,0,170,FALSE,1.22E-16,-1,0,1,TRUE,33.7,65.9,889.6,2.52,24,Cloudy,30.1
19-06-2024 13:00,13,0,170,FALSE,-0.258819045,-0.965925826,0,1,TRUE,32.6,57,926,3.32,24,Sunny,28.3
19-06-2024 14:00,14,0,170,FALSE,-0.5,-0.866025404,0,1,TRUE,31.1,61.8,796.1,4.77,23.5,Sunny,27.6
19-06-2024 15:00,15,0,170,FALSE,-0.707106781,-0.707106781,0,1,TRUE,29.4,61.4,688.3,5.26,21.7,Sunny,26.2
19-06-2024 16:00,16,0,170,FALSE,-0.866025404,-0.5,0,1,TRUE,27.6,76.1,416.6,2.88,22.8,Rainy,25.9
19-06-2024 17:00,17,0,170,FALSE,-0.965925826,-0.258819045,0,1,TRUE,25.8,67.2,232.6,3.23,19.2,Sunny,23.8
19-06-2024 18:00,18,0,170,FALSE,-1,-1.84E-16,0,1,TRUE,24.1,61.8,120.9,3.48,16.5,Sunny,22.1
19-06-2024 19:00,19,0,170,FALSE,-0.965925826,0.258819045,0,1,FALSE,22.7,58.4,0,3.48,14.4,Sunny,20.8
19-06-2024 20:00,20,0,170,FALSE,-0.866025404,0.5,0,1,FALSE,21.6,55.7,0,2.35,14,Rainy,19.9
19-06-2024 21:00,21,0,170,FALSE,-0.707106781,0.707106781,0,1,FALSE,20.9,65.1,0,3.08,14,Cloudy,19.7
19-06-2024 22:00,22,0,170,FALSE,-0.5,0.866025404,0,1,FALSE,20.6,60.4,0,2.12,14,Sunny,19.3
19-06-2024 23:00,23,0,170,FALSE,-0.258819045,0.965925826,0,1,FALSE,20.9,56.9,0,2.28,14,Sunny,19.4
20-06-2024 00:00,0,1,171,FALSE,0,1,0.781831482,0.623489802,FALSE,20.8,60.9,0,2.57,14,Sunny,19.4
20-06-2024 01:00,1,1,171,FALSE,0.258819045,0.965925826,0.781831482,0.623489802,FALSE,21.9,58.1,0,2.04,14,Sunny,20.2
20-06-2024 02:00,2,1,171,FALSE,0.5,0.866025404,0.781831482,0.623489802,FALSE,23.4,71.2,0,1.65,17.6,Rainy,22
20-06-2024 03:00,3,1,171,FALSE,0.707106781,0.707106781,0.781831482,0.623489802,FALSE,25.1,66.4,0,1.95,18.4,Cloudy,23.1
20-06-2024 04:00,4,1,171,FALSE,0.866025404,0.5,0.781831482,0.623489802,FALSE,26.9,61,0,2.06,19.1,Sunny,24.2
20-06-2024 05:00,5,1,171,FALSE,0.965925826,0.258819045,0.781831482,0.623489802,FALSE,28.7,67.5,0,2,22.2,Cloudy,26.2
20-06-2024 06:00,6,1,171,FALSE,1,6.12E-17,0.781831482,0.623489802,TRUE,30.4,59.7,16.9,2.29,22.3,Hazy,26.9
20-06-2024 07:00,7,1,171,FALSE,0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,31.8,54.3,52.5,4.02,22.7,Cloudy,27.5
20-06-2024 08:00,8,1,171,FALSE,0.866025404,-0.5,0.781831482,0.623489802,TRUE,32.9,65.7,108.9,3.45,24,Cloudy,29.4
20-06-2024 09:00,9,1,171,FALSE,0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,33.6,60.4,224.5,3.02,24,Sunny,29.4
20-06-2024 10:00,10,1,171,FALSE,0.5,-0.866025404,0.781831482,0.623489802,TRUE,33.9,52.4,437.2,4.06,24,Cloudy,28.8
20-06-2024 11:00,11,1,171,FALSE,0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,33.6,56.7,661.9,3.44,24,Sunny,29.1
20-06-2024 12:00,12,1,171,FALSE,1.22E-16,-1,0.781831482,0.623489802,TRUE,32.9,53.7,727.5,4.8,23.6,Sunny,28.2
20-06-2024 13:00,13,1,171,FALSE,-0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,31.8,51.7,897.2,4.26,22.1,Sunny,27.2
20-06-2024 14:00,14,1,171,FALSE,-0.5,-0.866025404,0.781831482,0.623489802,TRUE,30.4,63.9,820.3,3.91,23.2,Sunny,27.2
20-06-2024 15:00,15,1,171,FALSE,-0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,28.7,69.7,595,4.32,22.6,Cloudy,26.3
20-06-2024 16:00,16,1,171,FALSE,-0.866025404,-0.5,0.781831482,0.623489802,TRUE,26.9,54.1,455.8,2.61,17.7,Rainy,23.8
20-06-2024 17:00,17,1,171,FALSE,-0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,25.1,64.8,258,2.81,18.1,Cloudy,23
20-06-2024 18:00,18,1,171,FALSE,-1,-1.84E-16,0.781831482,0.623489802,TRUE,23.4,59.5,128.5,2.54,15.3,Cloudy,21.4
20-06-2024 19:00,19,1,171,FALSE,-0.965925826,0.258819045,0.781831482,0.623489802,FALSE,21.9,61.1,0,3.37,14.1,Cloudy,20.3
20-06-2024 20:00,20,1,171,FALSE,-0.866025404,0.5,0.781831482,0.623489802,FALSE,20.8,61.1,0,4.39,14,Sunny,19.5
20-06-2024 21:00,21,1,171,FALSE,-0.707106781,0.707106781,0.781831482,0.623489802,FALSE,20.1,60.1,0,4.53,14,Sunny,18.9
20-06-2024 22:00,22,1,171,FALSE,-0.5,0.866025404,0.781831482,0.623489802,FALSE,19.9,64.8,0,3.01,14,Sunny,18.9
20-06-2024 23:00,23,1,171,FALSE,-0.258819045,0.965925826,0.781831482,0.623489802,FALSE,20.1,60.3,0,2.69,14,Cloudy,18.9
21-06-2024 00:00,0,2,172,FALSE,0,1,0.974927912,-0.222520934,FALSE,25.1,63.3,0,1,17.8,Rainy,23
21-06-2024 01:00,1,2,172,FALSE,0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,26.2,61.1,0,1.6,18.4,Sunny,23.7
21-06-2024 02:00,2,2,172,FALSE,0.5,0.866025404,0.974927912,-0.222520934,FALSE,27.7,59.5,0,1.37,19.6,Cloudy,24.8
21-06-2024 03:00,3,2,172,FALSE,0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,29.4,55.3,0,1.54,20.5,Cloudy,25.7
21-06-2024 04:00,4,2,172,FALSE,0.866025404,0.5,0.974927912,-0.222520934,FALSE,31.2,56,0,2,22.4,Sunny,27.2
21-06-2024 05:00,5,2,172,FALSE,0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,33,61.8,0,1.92,24,Sunny,29.1
21-06-2024 06:00,6,2,172,FALSE,1,6.12E-17,0.974927912,-0.222520934,TRUE,34.7,59.7,17.4,1,24,Sunny,30.2
21-06-2024 07:00,7,2,172,FALSE,0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,36.1,51.6,47.6,3.34,24,Sunny,30.4
21-06-2024 08:00,8,2,172,FALSE,0.866025404,-0.5,0.974927912,-0.222520934,TRUE,37.3,56.3,119.5,2.14,24,Sunny,31.8
21-06-2024 09:00,9,2,172,FALSE,0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,38,59.3,230.3,3.45,24,Sunny,32.7
21-06-2024 10:00,10,2,172,FALSE,0.5,-0.866025404,0.974927912,-0.222520934,TRUE,38.2,47.1,435.3,5.16,24,Sunny,31.3
21-06-2024 11:00,11,2,172,FALSE,0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,38,58.2,619.7,2.97,24,Sunny,32.6
21-06-2024 12:00,12,2,172,FALSE,1.22E-16,-1,0.974927912,-0.222520934,TRUE,37.3,52.5,800.9,1.84,24,Cloudy,31.3
21-06-2024 13:00,13,2,172,FALSE,-0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,36.1,59.3,887.8,3.74,24,Sunny,31.3
21-06-2024 14:00,14,2,172,FALSE,-0.5,-0.866025404,0.974927912,-0.222520934,TRUE,34.7,53.3,789.4,4.88,24,Cloudy,29.5
21-06-2024 15:00,15,2,172,FALSE,-0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,33,49,604.1,5.53,22.8,Sunny,27.8
21-06-2024 16:00,16,2,172,FALSE,-0.866025404,-0.5,0.974927912,-0.222520934,TRUE,31.2,50.8,435.8,5.69,21.4,Sunny,26.7
21-06-2024 17:00,17,2,172,FALSE,-0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,29.4,60,245,4.1,21.4,Rainy,26.1
21-06-2024 18:00,18,2,172,FALSE,-1,-1.84E-16,0.974927912,-0.222520934,TRUE,27.7,61.9,118.6,3.13,20.1,Sunny,24.9
21-06-2024 19:00,19,2,172,FALSE,-0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,26.2,56.9,0,3.17,17.6,Sunny,23.4
21-06-2024 20:00,20,2,172,FALSE,-0.866025404,0.5,0.974927912,-0.222520934,FALSE,25.1,65.1,0,5.12,18.1,Cloudy,23.1
21-06-2024 21:00,21,2,172,FALSE,-0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,24.4,54,0,1.54,15.2,Sunny,21.9
21-06-2024 22:00,22,2,172,FALSE,-0.5,0.866025404,0.974927912,-0.222520934,FALSE,24.2,62.1,0,2.7,16.6,Sunny,22.2
21-06-2024 23:00,23,2,172,FALSE,-0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,24.4,56.2,0,2.67,15.6,Sunny,22
22-06-2024 00:00,0,3,173,FALSE,0,1,0.433883739,-0.900968868,FALSE,22.6,59.9,0,3,14.6,Sunny,20.8
22-06-2024 01:00,1,3,173,FALSE,0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,23.7,62.9,0,2.11,16.3,Sunny,21.8
22-06-2024 02:00,2,3,173,FALSE,0.5,0.866025404,0.433883739,-0.900968868,FALSE,25.2,57.6,0,2.25,16.7,Sunny,22.7
22-06-2024 03:00,3,3,173,FALSE,0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,26.8,59.2,0,1.72,18.6,Cloudy,24
22-06-2024 04:00,4,3,173,FALSE,0.866025404,0.5,0.433883739,-0.900968868,FALSE,28.7,65.2,0,2.35,21.7,Cloudy,26
22-06-2024 05:00,5,3,173,FALSE,0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,30.5,56.4,0,2.02,21.8,Cloudy,26.7
22-06-2024 06:00,6,3,173,FALSE,1,6.12E-17,0.433883739,-0.900968868,TRUE,32.2,62.6,16.7,3,24,Cloudy,28.6
22-06-2024 07:00,7,3,173,FALSE,0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,33.6,52.1,47.5,2.45,24,Cloudy,28.6
22-06-2024 08:00,8,3,173,FALSE,0.866025404,-0.5,0.433883739,-0.900968868,TRUE,34.7,59.8,129.5,3.3,24,Sunny,30.2
22-06-2024 09:00,9,3,173,FALSE,0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,35.4,64,239.6,3.24,24,Cloudy,31.3
22-06-2024 10:00,10,3,173,FALSE,0.5,-0.866025404,0.433883739,-0.900968868,TRUE,35.7,44.3,419.1,4.4,24,Cloudy,29.2
22-06-2024 11:00,11,3,173,FALSE,0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,35.4,52.8,598.6,3.67,24,Cloudy,30
22-06-2024 12:00,12,3,173,FALSE,1.22E-16,-1,0.433883739,-0.900968868,TRUE,34.7,60,766.7,2.45,24,Sunny,30.3
22-06-2024 13:00,13,3,173,FALSE,-0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,33.6,56.7,818,4.98,24,Sunny,29.1
22-06-2024 14:00,14,3,173,FALSE,-0.5,-0.866025404,0.433883739,-0.900968868,TRUE,32.2,60.3,830,3.28,24,Sunny,28.3
22-06-2024 15:00,15,3,173,FALSE,-0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,30.5,56.2,682.4,3.44,21.7,Cloudy,26.6
22-06-2024 16:00,16,3,173,FALSE,-0.866025404,-0.5,0.433883739,-0.900968868,TRUE,28.7,60.6,416.7,3.39,20.8,Sunny,25.6
22-06-2024 17:00,17,3,173,FALSE,-0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,26.8,60.3,222.7,4.81,18.9,Cloudy,24.1
22-06-2024 18:00,18,3,173,FALSE,-1,-1.84E-16,0.433883739,-0.900968868,TRUE,25.2,67.7,123.6,1.79,18.7,Sunny,23.3
22-06-2024 19:00,19,3,173,FALSE,-0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,23.7,63.9,0,5.77,16.5,Sunny,21.9
22-06-2024 20:00,20,3,173,FALSE,-0.866025404,0.5,0.433883739,-0.900968868,FALSE,22.6,64.9,0,3.84,15.6,Sunny,21
22-06-2024 21:00,21,3,173,FALSE,-0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,21.9,61.5,0,2.92,14.2,Sunny,20.3
22-06-2024 22:00,22,3,173,FALSE,-0.5,0.866025404,0.433883739,-0.900968868,FALSE,21.7,61.2,0,2.46,14,Sunny,20.2
22-06-2024 23:00,23,3,173,FALSE,-0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,21.9,61.4,0,2.52,14.2,Sunny,20.3
23-06-2024 00:00,0,4,174,FALSE,0,1,-0.433883739,-0.900968868,FALSE,23,65,0,2.55,16,Rainy,21.4
23-06-2024 01:00,1,4,174,FALSE,0.258819045,0.965925826,-0.433883739,-0.900968868,FALSE,24.2,60.3,0,2.55,16.3,Sunny,22.1
23-06-2024 02:00,2,4,174,FALSE,0.5,0.866025404,-0.433883739,-0.900968868,FALSE,25.6,63.1,0,2.44,18.2,Sunny,23.3
23-06-2024 03:00,3,4,174,FALSE,0.707106781,0.707106781,-0.433883739,-0.900968868,FALSE,27.3,71.2,0,2.11,21.5,Cloudy,25.3
23-06-2024 04:00,4,4,174,FALSE,0.866025404,0.5,-0.433883739,-0.900968868,FALSE,29.1,64.3,0,1.98,22,Cloudy,26.2
23-06-2024 05:00,5,4,174,FALSE,0.965925826,0.258819045,-0.433883739,-0.900968868,FALSE,30.9,57.4,0,2.17,22.4,Cloudy,27.1
23-06-2024 06:00,6,4,174,FALSE,1,6.12E-17,-0.433883739,-0.900968868,TRUE,32.6,64.2,18.3,2.34,24,Sunny,29
23-06-2024 07:00,7,4,174,FALSE,0.965925826,-0.258819045,-0.433883739,-0.900968868,TRUE,34.1,55.4,46.4,3.65,24,Cloudy,29.3
